episode,step,position,risk_level,action,reward,gestational_week
3,14,"(2, 5)",HIGH,SPECIALIST_REFERRAL,7.592880672972945,35
3,15,"(3, 6)",CRITICAL,SPECIALIST_REFERRAL,7.319605424742815,36
3,16,"(4, 7)",CRITICAL,SPECIALIST_REFERRAL,5.701904006659996,37
3,17,"(5, 7)",CRITICAL,WEIGHT_MANAGEMENT,1.2521527777580193,38
3,18,"(6, 7)",CRITICAL,WEIGHT_MANAGEMENT,0.33700163126710736,39
3,19,"(7, 7)",CRITICAL,WEIGHT_MANAGEMENT,2.9169903514205973,40
4,1,"(0, 0)",LOW,SPECIALIST_REFERRAL,-0.8630281735970622,13
4,2,"(0, 1)",LOW,SPECIALIST_REFERRAL,1.3284307779484443,14
4,3,"(1, 1)",LOW,SPECIALIST_REFERRAL,-0.8892839771512291,16
4,4,"(1, 2)",LOW,SPECIALIST_REFERRAL,2.093616649520656,17
4,5,"(0, 2)",LOW,SPECIALIST_REFERRAL,1.1096725845320838,19
4,6,"(0, 3)",LOW,SPECIALIST_REFERRAL,0.8325111689269028,20
4,7,"(1, 3)",MODERATE,SPECIALIST_REFERRAL,1.9525299157144096,22
4,8,"(0, 3)",MODERATE,SPECIALIST_REFERRAL,2.62511556690572,23
4,9,"(1, 3)",MODERATE,SPECIALIST_REFERRAL,1.7099882152851533,24
4,10,"(1, 2)",MODERATE,SPECIALIST_REFERRAL,-0.03134759846809798,25
4,11,"(0, 2)",MODERATE,SPECIALIST_REFERRAL,2.323995774487885,26
4,12,"(0, 3)",MODERATE,SPECIALIST_REFERRAL,-0.39182184903576456,27
4,13,"(0, 2)",MODERATE,SPECIALIST_REFERRAL,2.4520889034414437,29
4,14,"(0, 2)",MODERATE,SPECIALIST_REFERRAL,3.042630615381702,30
4,15,"(0, 2)",HIGH,SPECIALIST_REFERRAL,6.80702600182849,32
4,16,"(1, 3)",HIGH,SPECIALIST_REFERRAL,3.960024377740419,33
4,17,"(2, 4)",HIGH,SPECIALIST_REFERRAL,7.2370291559252635,34
4,18,"(3, 5)",HIGH,SPECIALIST_REFERRAL,6.2014208596896685,36
4,19,"(4, 6)",CRITICAL,SPECIALIST_REFERRAL,6.7270416849945756,38
4,20,"(5, 7)",CRITICAL,SPECIALIST_REFERRAL,7.406059335167698,40
5,1,"(0, 0)",LOW,SPECIALIST_REFERRAL,2.014157328802585,14
5,2,"(0, 1)",LOW,SPECIALIST_REFERRAL,0.25262823951167124,16
5,3,"(0, 2)",LOW,SPECIALIST_REFERRAL,0.2188451641199285,18
5,4,"(0, 1)",LOW,SPECIALIST_REFERRAL,0.4173524258974295,19
5,5,"(1, 1)",LOW,SPECIALIST_REFERRAL,2.967955930362641,20
5,6,"(1, 1)",MODERATE,SPECIALIST_REFERRAL,2.2427233197092313,21
5,7,"(1, 2)",MODERATE,SPECIALIST_REFERRAL,2.432227225773297,22
5,8,"(1, 2)",MODERATE,SPECIALIST_REFERRAL,2.9642761198740293,23
5,9,"(1, 1)",MODERATE,SPECIALIST_REFERRAL,2.251432000984494,25
5,10,"(2, 1)",MODERATE,SPECIALIST_REFERRAL,2.105742956261891,27
5,11,"(1, 1)",MODERATE,SPECIALIST_REFERRAL,1.6045502415675896,29
5,12,"(0, 1)",MODERATE,SPECIALIST_REFERRAL,2.860499947139564,31
5,13,"(1, 2)",HIGH,SPECIALIST_REFERRAL,7.1228085597929915,33
5,14,"(2, 3)",HIGH,SPECIALIST_REFERRAL,5.614972881927729,35
5,15,"(3, 4)",CRITICAL,SPECIALIST_REFERRAL,4.624330591896144,36
5,16,"(4, 5)",CRITICAL,SPECIALIST_REFERRAL,7.1376065541411595,38
5,17,"(5, 6)",CRITICAL,SPECIALIST_REFERRAL,4.1422376181126035,40
6,1,"(0, 1)",LOW,SPECIALIST_REFERRAL,0.943699060129969,13
6,2,"(0, 0)",LOW,SPECIALIST_REFERRAL,2.6249528857090496,15
6,3,"(0, 1)",LOW,SPECIALIST_REFERRAL,1.5126125401203165,17
6,4,"(0, 2)",LOW,SPECIALIST_REFERRAL,1.0763290811223285,18
6,5,"(0, 1)",LOW,SPECIALIST_REFERRAL,1.5388480000667963,19
6,6,"(0, 1)",LOW,SPECIALIST_REFERRAL,1.0823171943219403,20
6,7,"(0, 1)",MODERATE,SPECIALIST_REFERRAL,0.496765431236605,22
6,8,"(0, 0)",MODERATE,SPECIALIST_REFERRAL,2.8301879429740247,24
6,9,"(1, 0)",MODERATE,SPECIALIST_REFERRAL,2.8544089855553687,26
6,10,"(0, 0)",MODERATE,SPECIALIST_REFERRAL,0.12258426892596619,27
6,11,"(0, 1)",MODERATE,SPECIALIST_REFERRAL,1.9220482234953682,29
6,12,"(0, 0)",MODERATE,SPECIALIST_REFERRAL,2.7338988919911236,30
6,13,"(0, 1)",HIGH,SPECIALIST_REFERRAL,7.535326816457609,31
6,14,"(1, 2)",HIGH,SPECIALIST_REFERRAL,5.250649486261072,33
6,15,"(2, 3)",HIGH,SPECIALIST_REFERRAL,6.399098448166409,34
6,16,"(3, 4)",HIGH,SPECIALIST_REFERRAL,4.332798729578137,35
6,17,"(4, 5)",CRITICAL,SPECIALIST_REFERRAL,5.505786519140278,36
6,18,"(5, 6)",CRITICAL,SPECIALIST_REFERRAL,7.148518153847382,38
6,19,"(6, 7)",CRITICAL,SPECIALIST_REFERRAL,5.5645365327116325,40
7,1,"(0, 0)",LOW,SPECIALIST_REFERRAL,0.13966020519206523,13
7,2,"(1, 0)",LOW,SPECIALIST_REFERRAL,1.1110773153330875,14
7,3,"(0, 0)",LOW,SPECIALIST_REFERRAL,1.6957234659326046,15
7,4,"(1, 0)",LOW,SPECIALIST_REFERRAL,1.2241624669022286,17
7,5,"(0, 0)",LOW,SPECIALIST_REFERRAL,1.628883922370081,19
7,6,"(1, 0)",LOW,SPECIALIST_REFERRAL,1.9089428017939942,21
7,7,"(0, 0)",MODERATE,SPECIALIST_REFERRAL,-0.6528317208995467,22
7,8,"(0, 1)",MODERATE,SPECIALIST_REFERRAL,2.487992997939991,23
7,9,"(0, 2)",MODERATE,SPECIALIST_REFERRAL,2.0766499174229853,24
7,10,"(1, 2)",MODERATE,SPECIALIST_REFERRAL,1.235197146134382,26
7,11,"(2, 2)",MODERATE,SPECIALIST_REFERRAL,1.878371055488598,28
7,12,"(2, 3)",MODERATE,SPECIALIST_REFERRAL,4.539173671770189,30
7,13,"(2, 2)",HIGH,SPECIALIST_REFERRAL,5.7113634996965015,32
7,14,"(3, 3)",HIGH,SPECIALIST_REFERRAL,5.908759479759056,34
7,15,"(4, 4)",HIGH,SPECIALIST_REFERRAL,7.110099785879099,35
7,16,"(5, 5)",CRITICAL,SPECIALIST_REFERRAL,7.174327175088662,37
7,17,"(6, 6)",CRITICAL,SPECIALIST_REFERRAL,7.505433809959191,38
7,18,"(7, 7)",CRITICAL,SPECIALIST_REFERRAL,8.268800367047291,40
8,1,"(1, 0)",LOW,SPECIALIST_REFERRAL,1.7136105177803267,13
8,2,"(2, 0)",LOW,SPECIALIST_REFERRAL,1.5548335869301741,15
8,3,"(3, 0)",LOW,SPECIALIST_REFERRAL,0.7838852561921843,17
8,4,"(4, 0)",LOW,SPECIALIST_REFERRAL,1.302407283949775,18
8,5,"(3, 0)",LOW,SPECIALIST_REFERRAL,0.4449266366794341,19
8,6,"(3, 1)",LOW,SPECIALIST_REFERRAL,1.7395141120223352,21
8,7,"(4, 1)",MODERATE,SPECIALIST_REFERRAL,1.6728916203601818,23
8,8,"(4, 2)",MODERATE,SPECIALIST_REFERRAL,1.8896450621727108,24
8,9,"(4, 2)",MODERATE,SPECIALIST_REFERRAL,1.6220680911626977,25
8,10,"(3, 2)",MODERATE,SPECIALIST_REFERRAL,2.4403999002285195,27
8,11,"(3, 1)",MODERATE,SPECIALIST_REFERRAL,1.3994011550701964,28
8,12,"(3, 2)",MODERATE,SPECIALIST_REFERRAL,-0.6251669717963302,29
8,13,"(3, 1)",MODERATE,SPECIALIST_REFERRAL,1.9513708534124687,30
8,14,"(3, 1)",HIGH,SPECIALIST_REFERRAL,4.721189862487429,31
8,15,"(4, 2)",HIGH,SPECIALIST_REFERRAL,4.721015642608226,33
8,16,"(5, 3)",HIGH,SPECIALIST_REFERRAL,5.513535105006561,35
8,17,"(6, 4)",CRITICAL,SPECIALIST_REFERRAL,6.402997429786764,37
8,18,"(7, 5)",CRITICAL,SPECIALIST_REFERRAL,6.204888736833044,39
8,19,"(7, 6)",CRITICAL,SPECIALIST_REFERRAL,5.548437469612651,40
